Country Name,Country Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Poland,POL,8021.003655,9038.730847,11255.4367,14001.44688,11527.59323,12599.53358,13893.50926,13145.53926,13781.06261,14342.40202,12566.48344,12415.04329,13811.66424
Puerto Rico,PRI,21959.3227,22935.94116,23664.88235,24898.33884,25768.73605,26435.74019,27278.87489,27944.73389,28513.16574,28981.45733,29697.16199,30833.37247,
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,,,,
Portugal,PRT,18784.9485,19821.44463,22780.05845,24815.60884,23063.97161,22538.65408,23196.18375,20577.40264,21618.73534,22077.53613,19252.63495,19871.71897,21136.29721
Paraguay,PRY,1507.145691,1809.710539,2312.192926,3059.992184,2599.596259,3225.591754,3988.011894,3855.537735,4479.905858,4712.822736,4109.367724,4077.742071,4365.526162
West Bank and Gaza,PSE,1455.187875,1441.4617,1575.5634,1855.45702,1963.201519,2338.719877,2664.951385,2787.169738,2992.200995,2960.778004,2865.805109,2949.688085,3094.725747
Pacific island small states,PSS,2540.139521,2638.502483,2858.258469,3040.96348,2643.082399,2896.750044,3401.063387,3586.754281,3670.618533,3776.84456,3640.271337,3778.829324,4004.383909
French Polynesia,PYF,,,,,,,,,,,,,
Qatar,QAT,51488.49529,60256.55926,67005.61258,82967.37228,61478.23813,70306.22784,85948.07046,88564.82298,88304.87958,86852.71019,66346.52267,59324.33877,63505.80525
Romania,ROU,4676.315183,5828.745662,8424.737535,10400.54366,8474.872003,8231.312771,9150.86862,8558.397606,9585.266593,10020.27733,8978.389254,9532.167174,10813.7166
Russian Federation,RUS,5323.473877,6920.194398,9101.253085,11635.26037,8562.809598,10674.98771,14351.21205,15434.57478,16007.08999,14125.90873,9346.61636,8759.036118,10743.09659
Rwanda,RWA,287.0762412,342.3990982,404.8507881,500.6189986,539.1084948,563.4013453,624.1228849,679.8607504,688.8223493,706.5967098,711.7739773,711.1957913,748.39326
South Asia,SAS,680.015533,765.3120006,953.7906871,956.6285107,1036.031735,1252.229347,1373.80909,1370.565518,1386.947343,1499.548523,1545.277313,1643.531832,1840.616372
Saudi Arabia,SAU,13739.82945,15334.66994,16472.16605,20037.83234,16094.2931,19259.58726,23770.74739,25303.09462,24934.38614,24575.40304,20732.86172,19982.08563,20760.90601
Sudan,SDN,679.7539949,893.8793645,1115.6952,1291.528826,1226.884381,1476.478087,1666.857757,1892.894352,1955.660799,2176.898029,2513.884661,2415.038162,2898.549346
Senegal,SEN,773.8698713,809.8038296,950.3978522,1101.202117,1021.037864,1002.52994,1081.939254,1038.077646,1051.750745,1052.127482,910.7747772,952.7715367,1033.069906
Singapore,SGP,29869.85398,33579.85948,39223.58187,39721.04818,38577.55822,46569.67951,53237.56491,54715.69483,56389.18178,56957.07857,54940.85814,55243.13288,57714.29663
Solomon Islands,SLB,880.8748508,948.6592511,1046.931125,1205.791067,1158.282672,1290.572368,1728.505151,1928.956761,2004.899979,2036.942047,1965.422032,2056.489935,2132.115058
Sierra Leone,SLE,291.6903175,322.313468,358.8274716,406.3759178,388.8746021,399.1543676,445.052005,561.8984239,710.8186998,708.4394757,582.9362031,480.7930211,499.4262954
El Salvador,SLV,2437.899565,2641.780652,2796.387081,2943.698878,2867.98508,2992.545274,3275.508626,3437.599638,3515.947201,3595.790733,3669.878992,3768.837705,3889.308769
San Marino,SMR,66987.40092,70662.039,83009.16459,90682.58101,76918.15358,68758.36862,65213.61899,56403.99483,57746.16607,56513.51608,47610.98508,47908.56141,49664.02557
Somalia,SOM,,,,,,,,,493.9690949,486.0787992,476.7957376,471.6199878,499.8168017
Serbia,SRB,3528.131008,4129.758741,5458.121718,6701.773913,5821.305397,5411.877404,6423.291783,5659.380204,6353.826383,6200.173221,5237.255334,5426.198279,5900.038108
South Sudan,SSD,,,,,,,1653.131588,1041.459694,1336.645256,1309.487381,917.9214739,237.4441185,
Sub-Saharan Africa,SSF,892.5950135,1017.336222,1151.654104,1282.68264,1198.140952,1554.501473,1705.618763,1740.301249,1787.244485,1822.080401,1600.696884,1463.853917,1553.766532
Small states,SST,7460.242774,8513.857676,9982.369324,11787.04717,9860.503568,11095.11531,13173.54447,13492.41469,13704.98253,13812.8515,11605.69601,11129.10653,11933.39556
Sao Tome and Principe,STP,804.1279874,836.7952842,886.6695898,1126.462102,1099.571046,1129.754961,1304.326189,1380.949959,1619.532678,1824.378911,1613.480207,1771.987941,1912.970722
Suriname,SUR,3595.088055,5207.90002,5761.39536,6858.163158,7443.850178,8303.31332,8318.97692,9272.413453,9484.568098,9564.406383,8724.723897,5871.442003,5900.556486
Slovak Republic,SVK,11669.41975,13139.03218,16057.73314,18650.35912,16512.98197,16600.61359,18187.15744,17274.6423,18191.61279,18629.77966,16132.86031,16529.54097,17604.95098
Slovenia,SVN,18169.18091,19726.1265,23841.31792,27501.81027,24633.79785,23437.47202,24985.24827,22532.43564,23357.9392,24202.43084,20873.16111,21650.21276,23597.29173
Sweden,SWE,43085.35315,46256.4716,53324.37937,55746.84238,46207.0592,52076.25591,59593.28711,57134.07707,60283.24522,59180.19898,50812.19086,51844.76126,53442.00828
Eswatini,SWZ,2873.862091,2937.360743,3047.488037,2842.43853,3032.517049,3690.239228,3934.273373,3864.760436,3587.000316,3379.896499,3047.946756,2770.199475,3224.393024
Seychelles,SYC,11092.51074,12014.39987,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,11998.44721,14764.93929,14700.21898,14725.10174,15060.99099,15504.46446
Syrian Arab Republic,SYR,1577.457182,1762.246107,2058.035209,,,,,,,,,,
Chad,TCD,660.2421396,712.1847694,801.683884,929.7702391,804.4559039,896.5697341,989.2363633,973.4702574,986.0103177,1025.998515,784.1723072,651.2372438,669.8864259
East Asia & Pacific (IDA & IBRD countries),TEA,1656.848502,1980.236983,2485.910177,3124.284115,3364.528026,4051.865803,4917.926838,5446.80815,5968.186531,6370.646659,6579.584543,6648.953715,7202.903355
Togo,TGO,372.1721837,377.336029,420.7604743,513.391914,499.6468713,487.9238913,562.3393592,563.6895442,579.434805,620.1318489,551.1506732,576.9594785,617.1766097
Thailand,THA,2893.651356,3368.952576,3972.206475,4378.687406,4212.054902,5075.302176,5491.159981,5859.887644,6168.394881,5953.793928,5846.394608,5979.293546,6593.819806
Tajikistan,TJK,337.359236,404.2872665,520.035956,706.0914128,666.3458569,738.3475227,834.5412953,954.7205253,1040.214412,1104.459019,918.6771543,795.8438644,800.9669641
Turkmenistan,TKM,1704.51475,2136.66815,2600.371428,3904.467675,4036.459223,4439.203,5649.978486,6675.262954,7304.420525,7962.365824,6432.668768,6389.334143,7355.831345
Timor-Leste,TLS,1766.939232,2534.61727,2705.257281,4073.177575,2929.934788,3603.757284,5021.498321,5767.011285,4770.327214,3335.530286,2501.598354,1987.124857,2279.253204
Tonga,TON,2594.74999,2892.522663,2932.315883,3392.887992,3070.987247,3548.068399,4044.979721,4500.750362,4278.884567,4196.470593,4093.849585,3748.641794,3944.246001
Trinidad and Tobago,TTO,12323.12705,14095.96337,16530.18044,21188.11857,14508.8796,16683.94578,19053.97067,19098.94535,19713.37929,20081.20858,17941.80059,16352.10973,16145.18457
Tunisia,TUN,3194.562243,3371.71231,3778.184171,4310.093026,4129.977335,4140.15177,4256.91279,4137.54814,4199.084678,4270.307423,3828.100633,3688.646375,3490.828293
Turkey,TUR,7384.258482,8034.606676,9709.720022,10850.87039,9036.266711,10672.40016,11340.82362,11720.31386,12542.72153,12127.46072,10984.8052,10862.72538,10540.618
Tuvalu,TUV,2178.02921,2259.333279,2638.911845,2929.42164,2595.639908,3021.889528,3642.437689,3512.516068,3466.967564,3418.645719,3232.07334,3295.720635,3549.974741
Tanzania,TZA,442.2528543,471.5273761,528.063562,651.2624387,658.7579527,701.6045501,733.4128065,820.1562898,901.7314303,950.3743138,872.2954949,877.507612,936.330768
Uganda,UGA,315.7880227,336.4593923,401.8508631,449.6928183,554.404991,595.2061732,574.9195814,636.6381935,655.0495347,702.7951171,675.1211418,580.383534,604.0427482
Ukraine,UKR,1828.717626,2303.018831,3068.608998,3891.037823,2545.480341,2965.142365,3569.757027,3855.42128,4029.715504,3104.658296,2124.662666,2185.728031,2639.824326
Upper middle income,UMC,3094.065289,3653.292225,4512.485238,5473.087334,5236.661006,6294.677976,7468.057782,7949.703367,8398.808856,8619.403391,7965.028104,7864.504365,8605.07597
Uruguay,URY,5220.951116,5877.876078,7009.69705,9062.312171,9415.170382,11938.212,14166.49909,15092.06819,16881.20568,16737.89827,15524.84247,15298.35089,16245.59837
United States,USA,44307.92058,46437.06712,48061.53766,48401.42734,47001.55535,48375.40695,49793.71352,51450.95911,52782.08651,54696.72617,56443.81724,57588.53807,59531.66196
Uzbekistan,UZB,546.7768502,654.2838373,830.4076942,1082.286025,1213.265328,1377.08214,1564.966945,1740.468298,1907.551233,2050.448414,2137.576852,2105.870905,1504.226546
St. Vincent and the Grenadines,VCT,5064.451065,5609.648939,5977.544851,6370.437886,6177.610514,6231.770232,6183.676822,6338.117781,6597.211381,6631.355882,6913.038844,6982.256556,7185.179119
"Venezuela, RB",VEN,5432.688675,6735.797588,8318.803399,11227.23138,11536.14939,13545.26345,10741.57638,12755.00008,12237.19374,15692.41288,,,
Virgin Islands (U.S.),VIR,40929.79512,41560.9342,44333.06566,39207.00375,38771.27439,40043.19017,39144.16577,37849.72872,34837.65873,33591.63546,34954.97168,,
Vietnam,VNM,683.5968039,779.9748933,901.3248932,1143.268575,1210.69111,1310.370273,1515.479925,1722.683931,1871.325491,2012.04629,2065.169099,2170.648054,2343.124575
Vanuatu,VUT,1886.433359,2047.097823,2393.367265,2697.961375,2643.441423,2965.802434,3275.091684,3158.58688,3167.343056,3148.365103,2788.770919,2913.967232,3123.614592
World,WLD,7271.416494,7777.192958,8653.498542,9374.915072,8779.886823,9513.617798,10448.68227,10559.19627,10723.60666,10882.67516,10172.22282,10200.8606,10714.46595
Samoa,WSM,2571.286691,2807.954274,3022.561555,3509.761499,3035.068269,3453.434298,3942.051645,4234.640751,4219.024862,4179.049934,4149.411429,4030.013144,4360.75395
Kosovo,XKX,2190.552079,2371.662079,2788.479464,3254.860674,3209.694109,3283.211938,3733.491539,3600.815825,3877.758936,4054.721339,3574.17403,3697.548026,3893.969824
"Yemen, Rep.",YEM,813.9643857,901.7599875,995.6284828,1203.720733,1093.812918,1309.231935,1349.420222,1421.170984,1580.181689,1647.033586,1285.563019,660.280885,
South Africa,ZAF,5277.925459,5506.196503,5994.195403,5695.05786,5831.115574,7275.382112,7976.466077,7478.227665,6822.52476,6433.944544,5746.681127,5280.017633,6160.734569
Zambia,ZMB,691.3178164,1030.154199,1104.587985,1369.068249,1139.110233,1463.213573,1644.619672,1734.930612,1850.793359,1738.088202,1313.889646,1262.989682,1509.797013
Zimbabwe,ZWE,444.7605075,414.796232,396.9982166,325.6785703,624.2722419,719.9795163,840.9498765,968.1638747,1026.388292,1031.104614,1033.415841,1029.076649,1079.608291
